Gender,Contacted,Primary_Bank_Type,City_Category_B,City_Category_C,Employer_Category1_B,Employer_Category1_C,Source_Category_B,Source_Category_C,Source_Category_D,Source_Category_E,Source_Category_F,Source_Category_G,Age_Cat_Middle-Aged,Age_Cat_Old,Age_Cat_Young,Employer_Cat3_MSF,Employer_Cat3_MSME,Employer_Cat3_PVT,Employer_Cat3_VSF,Employer_Category2,Var1,Lead_Creation_Month,City_Code,Source,Monthly_Income,Existing_EMI,Loan_Amount,Loan_Period,Interest_Rate,loan_period_months,emi_recal,EMI-Monthly_Income_Ratio,Income_loan_Ratio,IR_15-20,IR_20-25,IR_25+
1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4,4,1,0.034821904,-0.279868749,2100,0,47000,5,20,60,1245,0.592857143,1.608833844,1,0,0
0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,4,0,1,-0.267721194,0.059790874,1830.1,431.4,16200,3.2,27.95,38.4,643,0.587071745,0.671088549,0,0,1
0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,4,7,7,0.148587593,0.059790874,2500,0,36000,5,19,60,934,0.3736,1.035130541,1,0,0
1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,4,10,12,0.148587593,-0.279868749,8800,0,10000,4,17.268,48,290,0.032954545,0.084137031,1,0,0
1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,10,10,0.148587593,0.059790874,4500,300,20000,3,13.99,36,683,0.218444444,0.338941355,0,0,0
1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,2,9,0.148587593,0.059790874,3000,0,54000,4,13.99,48,1475,0.491666667,1.332730572,0,0,0
0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,4,0,9,-0.267721194,0.059790874,1200,0,16000,3,29.2,36,672,0.56,1.016824066,0,0,1
1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,4,1,0.034821904,0.059790874,2000,500,13000,2,20,24,662,0.581,0.510572784,1,0,0
1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,2,10,3,0.148587593,0.059790874,5000,0,61000,3,14.75,36,2107,0.4214,0.93039402,0,0,0
1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,10,9,0.034821904,0.059790874,5000,0,125000,5,15.85,60,3030,0.606,1.797101634,1,0,0
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4,0,8,0.148587593,0.059790874,1000,150,6400,2,36.7,24,380,0.53,0.502717818,0,0,1
1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,7,8,0.148587593,0.059790874,2700,0,10000,1,16.75,12,911,0.337407407,0.299652403,1,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,0,3,0.034821904,0.059790874,700,0,18800,4,31.5,48,693,0.99,1.988518631,0,0,1
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,11,-0.267721194,0.059790874,6800,3100,29800,4.2,15.16,50.4,803,0.573970588,0.322559444,1,0,0
0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,4,0,9,-0.267721194,0.059790874,1855.5,0,32600,4,18.6,48,968,0.521692266,1.300847829,1,0,0
0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4,0,7,-0.267721194,0.059790874,1200,2.4,25800,4,16.85,48,742,0.620333333,1.591872628,1,0,0
0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,4,2,8,0.034821904,-0.279868749,1300,0,21000,4,31.5,48,775,0.596153846,1.196040257,0,0,1
1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,7,9,0.148587593,0.059790874,2500,300,10000,4,17.5,48,291,0.2364,0.296162349,1,0,0
1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,4,10,8,0.148587593,-0.279868749,4000,0,100000,5,19.05,60,2597,0.64925,1.797101634,1,0,0
1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,4,4,7,0.148587593,0.059790874,2500,0,36000,5,19,60,934,0.3736,1.035130541,1,0,0
1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,10,9,0.148587593,0.059790874,10000,830,43000,4,13.5,48,1164,0.1994,0.318374526,0,0,0
1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,10,9,-0.267721194,0.059790874,20000,362.8,20000,2,17.82,24,997,0.06799,0.078549659,1,0,0
1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,4,2,9,-0.267721194,0.059790874,1500,0,22000,4,35.5,48,864,0.576,1.085928614,0,0,1
1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,4,7,0.034821904,0.059790874,2400,0,50000,5,20,60,1325,0.552083333,1.497584695,1,0,0
1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,2,6,0.148587593,0.059790874,1900,700,11000,3,25.35,36,439,0.599473684,0.441515713,0,0,1
0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,3,0,7,0.148587593,-0.279868749,1450,0,25200,3.6,18.98,43.2,810,0.55862069,1.302078847,1,0,0
1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,4,2,8,0.034821904,-0.279868749,1853,0,31000,4,28.5,48,1089,0.587695629,1.238671456,0,0,1
1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,4,4,8,0.148587593,0.059790874,2200,0,49000,5,18.85,60,1267,0.575909091,1.601054183,1,0,0
1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,10,9,-0.267721194,0.059790874,6000,1500,20000,5,15.19,60,478,0.329666667,0.239613551,1,0,0
0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,4,0,7,0.148587593,0.059790874,1200,0,26600,4.8,18.95,57.6,707,0.589166667,1.602877992,1,0,0
1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,4,4,7,0.148587593,0.059790874,2800,0,42000,5,19,60,1090,0.389285714,1.07826098,1,0,0
1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,4,2,2,-0.267721194,-0.279868749,1500,0,33000,5,20,60,874,0.582666667,1.581449438,1,0,0
0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,7,4,0.034821904,-0.279868749,3500,0,20000,1,22.05,12,1872,0.534857143,0.462320851,0,1,0
0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,10,12,0.148587593,0.059790874,5700,1350,48000,4.2,19.1,50.4,1392,0.481052632,0.619824576,1,0,0
1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,2,9,0.034821904,0.059790874,1850,0,30000,4,31.5,48,1107,0.598378378,1.200658173,0,0,1
0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,0,5,0.148587593,0.059790874,1520,0,15000,2,32.6,24,859,0.565131579,0.775161109,0,0,1
0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,7,9,-0.267721194,0.059790874,2750,0,60000,5,14.468,60,1411,0.513090909,1.568379608,0,0,0
1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,10,5,0.148587593,0.059790874,3000,0,10000,1,24.6,12,949,0.316333333,0.269687163,0,1,0
0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,11,0.148587593,0.059790874,6000,2500,36600,4,15.45,48,1027,0.587833333,0.451647583,1,0,0
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,4,0,8,0.034821904,-0.279868749,1000,0,27000,4.8,18.95,57.6,717,0.717,1.952377705,1,0,0
0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,0,7,0.148587593,0.059790874,900,220.4,6000,2.2,36.4,26.4,334,0.616,0.520577748,0,0,1
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4,0,8,-0.267721194,-0.279868749,2000,687.5,9600,3.2,25.1,38.4,366,0.52675,0.363899008,0,0,1
1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,4,4,8,0.034821904,0.059790874,2200,400,10000,3,21.95,36,382,0.355454545,0.346644568,0,1,0
0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,3,0,6,0.148587593,0.059790874,1125,0,35400,5,18.8,60,914,0.812444444,2.261951923,1,0,0
0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,4,0,7,-0.267721194,0.059790874,1100,0,19600,5,28.3,60,614,0.558181818,1.280843347,0,0,1
0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,8,0.148587593,0.059790874,1700,0,34600,4.6,19.2,55.2,949,0.558235294,1.48045325,1,0,0
1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,2,9,-0.267721194,0.059790874,1270.5,338.8,5000,2,37,24,298,0.501219992,0.309128922,0,0,1
1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,10,8,0.148587593,0.059790874,4600,0,20000,4,15.25,48,559,0.121521739,0.321915597,1,0,0
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4,0,8,-0.267721194,-0.279868749,1900,1200,14200,4.2,21.66,50.4,431,0.858421053,0.550094311,0,1,0
1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,4,4,12,0.034821904,0.059790874,3600,0,58000,5,18,60,1473,0.409166667,1.158132164,1,0,0
0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,4,0,7,-0.267721194,0.059790874,1700,0,25000,4,35.5,48,982,0.577647059,1.088832167,0,0,1
0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,4,0,8,0.148587593,0.059790874,7000,6000,39200,3.8,14.118,45.6,1116,1.016571429,0.417085726,0,0,0
1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,4,12,-0.267721194,0.059790874,2000,127.5,20000,3,20,36,743,0.43525,0.762618049,1,0,0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,2,8,0.034821904,0.059790874,1700,0,27000,4,31.5,48,996,0.585882353,1.17593874,0,0,1
0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,4,2,9,-0.267721194,0.059790874,2100,0,30000,5,20,60,795,0.378571429,1.02691522,1,0,0
1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,4,9,-0.267721194,0.059790874,6400,0,136000,4,13.25,48,3665,0.57265625,1.573362481,0,0,0
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,4,7,0.034821904,-0.279868749,3000,0,45000,5,19,60,1167,0.389,1.07826098,1,0,0
1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,4,8,0.148587593,-0.279868749,2035,0,24000,4,16.75,48,689,0.338574939,0.873205944,1,0,0
1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,10,9,0.148587593,0.059790874,5098,0,10000,3,14.64,36,345,0.067673597,0.149591614,0,0,0
1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,10,8,0.148587593,0.059790874,9700,1850,100000,5,13.748,60,2314,0.429278351,0.741072839,0,0,0
1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,4,2,9,0.148587593,0.059790874,2259.9,774.8,16000,3,18.15,36,580,0.599495553,0.539930474,1,0,0
0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,2,10,10,0.034821904,0.059790874,15000,2300,100000,3.6,13.966,43.2,2958,0.350533333,0.49947469,0,0,0
1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,10,4,0.034821904,0.059790874,3500,0,20000,4,16.75,48,575,0.164285714,0.42308907,1,0,0
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,4,2,1,0.034821904,0.059790874,12000,0,180000,5,14.85,60,4268,0.355666667,1.07826098,0,0,0
0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,7,9,0.034821904,0.059790874,2500,0,42000,4,17,48,1212,0.4848,1.243881867,1,0,0
1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,4,10,7,0.148587593,0.059790874,12000,0,120000,3,15.796,36,4207,0.350583333,0.762618049,1,0,0
0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,2,9,0.034821904,0.059790874,1987,0,20600,2,23.4,24,1083,0.545042778,0.814354795,0,1,0
1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,4,0,9,-0.267721194,0.059790874,820,0,10000,2,28.7,24,552,0.673170732,0.957922672,0,0,1
0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,4,2,9,0.148587593,0.059790874,1800,0,10000,3,18.25,36,363,0.201666667,0.423676694,1,0,0
0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,4,0,9,-0.267721194,0.059790874,1500,900,13400,4.2,20,50.4,395,0.863333333,0.657530571,1,0,0
0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,4,7,-0.267721194,0.059790874,2200,500,20800,3.6,19.65,43.2,675,0.534090909,0.708345924,1,0,0
0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,0,7,0.034821904,-0.279868749,2380,1135,12400,3,25.15,36,494,0.684453782,0.397330412,0,0,1
1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,4,2,8,-0.267721194,0.059790874,2250,0,35000,4,20,48,1065,0.473333333,1.15174247,1,0,0
1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,10,1,0.034821904,0.059790874,6250,0,100000,4,16.25,48,2847,0.45552,1.184649397,1,0,0
1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,4,7,8,0.148587593,0.059790874,3320,0,20000,4,15.5,48,562,0.169277108,0.446027634,1,0,0
1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,4,4,10,-0.267721194,0.059790874,36000,0,150000,5,14.238,60,3509,0.097472222,0.299516939,0,0,0
0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,0,9,-0.267721194,0.059790874,1990,0,28000,3,28.5,36,1166,0.585929648,1.073030421,0,0,1
0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,2,0.034821904,-0.279868749,1500,400,10000,3,23.8,36,391,0.527333333,0.508412033,0,1,0
0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,4,5,0.034821904,0.059790874,2100,0,30000,4,22.55,48,954,0.454285714,1.057722676,0,1,0
1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,4,0,9,-0.267721194,0.059790874,1000,200,9000,4,37,48,362,0.562,0.666365286,0,0,1
1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,4,10,1,0.148587593,0.059790874,2850,0,10000,1,16.75,12,911,0.319649123,0.283881224,1,0,0
1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,4,2,8,0.148587593,0.059790874,1800,0,29000,4,18.4,48,858,0.476666667,1.192876129,1,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,0,3,0.034821904,-0.279868749,2500,1880.8,18400,3.8,21.75,45.6,596,0.99072,0.548169811,0,1,0
1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,4,9,0.034821904,0.059790874,3500,0,63000,4,14.85,48,1749,0.499714286,1.332730572,0,0,0
1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,10,7,0.148587593,0.059790874,5000,0,10000,1,13.398,12,895,0.179,0.161812298,0,0,0
0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,10,11,0.148587593,-0.279868749,5100,0,10000,1,14.85,12,902,0.176862745,0.158639508,0,0,0
0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,10,8,0.034821904,0.059790874,5000,0,100000,4,15.35,48,2801,0.5602,1.480811747,1,0,0
1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,10,12,-0.267721194,-0.279868749,2500,0,66000,5,20,60,1749,0.6996,1.897739326,1,0,0
1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,4,7,8,0.148587593,0.059790874,2500,0,30000,3,19.3,36,1104,0.4416,0.915141659,1,0,0
0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,4,7,7,-0.267721194,0.059790874,3000,0,30000,5,16.75,60,742,0.247333333,0.718840654,1,0,0
1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,10,4,-0.267721194,0.059790874,6500,0,107800,4.2,15.716,50.4,2935,0.451538462,1.220696823,1,0,0
1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,4,2,1,0.034821904,0.059790874,1350,0,21000,4,31.5,48,775,0.574074074,1.15174247,0,0,1
1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,4,2,7,-0.267721194,0.059790874,1500,0,33000,5,20,60,874,0.582666667,1.581449438,1,0,0
1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,2,7,0.148587593,0.059790874,1900,0,20000,2,19.08,24,1009,0.531052632,0.826838517,1,0,0
0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,4,10,1,0.034821904,0.059790874,5200,0,42000,2.6,17.55,31.2,1686,0.324230769,0.623286781,1,0,0
1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,4,2,7,0.148587593,0.059790874,2500,0,42000,4,16.8,48,1208,0.4832,1.243881867,1,0,0
0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,0,5,-0.267721194,0.059790874,3200,1365,29600,3.6,17.88,43.2,934,0.7184375,0.693021132,1,0,0
1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,4,10,6,0.034821904,0.059790874,3150,0,30000,4,16.75,48,862,0.273650794,0.705148451,1,0,0
1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,4,4,8,0.148587593,0.059790874,2000,250,10000,2,19.28,24,505,0.3775,0.392748295,1,0,0
0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,4,0,9,0.148587593,0.059790874,1225,0,20000,4,31.5,48,738,0.60244898,1.208825916,0,0,1
1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4,10,1,-0.267721194,-0.279868749,4000,0,10000,1,18,12,917,0.22925,0.202265372,1,0,0
1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,7,9,0.148587593,0.059790874,2500,0,10000,2,21.6,24,517,0.2068,0.314198636,0,1,0
1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,7,9,0.034821904,0.059790874,10300,0,150000,4,14.744,48,4155,0.403398058,1.07826098,0,0,0
1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,7,9,0.034821904,0.059790874,2500,0,51000,5,16.25,60,1247,0.4988,1.466434933,1,0,0
0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,4,0,9,0.148587593,0.059790874,1350,0,19400,4,36.7,48,776,0.574814815,1.063990662,0,0,1
1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,10,7,0.034821904,0.059790874,4000,1600,10000,5,14.85,60,237,0.45925,0.179710163,0,0,0
1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,10,5,0.034821904,-0.279868749,2750,182.1,25000,5,13,60,569,0.273127273,0.653491503,0,0,0
1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,4,10,8,0.148587593,0.059790874,6500,0,48000,5,15.25,60,1148,0.176615385,0.530836175,1,0,0
0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,-0.267721194,0.059790874,1510,0,20000,3.6,32.7,43.2,793,0.525165563,0.992333821,0,0,1
1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,2,9,0.034821904,0.059790874,2075,0,10000,4,28.5,48,351,0.169156627,0.356822108,0,0,1
0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,10,8,0.148587593,-0.279868749,5000,0,10000,1,15.25,12,904,0.1808,0.161812298,1,0,0
1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,4,2,8,0.148587593,0.059790874,1261.6,0,17000,3,31.5,36,736,0.583386176,1.027624195,0,0,1
0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,4,0,8,-0.267721194,0.059790874,737,0,18800,4,31.5,48,693,0.940298507,1.888687981,0,0,1
1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,2,2,-0.267721194,0.059790874,1300,0,19000,4,35.5,48,746,0.573846154,1.082131661,0,0,1
1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,10,8,0.034821904,0.059790874,5450,900,30000,3,15.54,36,1048,0.357431193,0.419789752,1,0,0
1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,4,2,4,-0.267721194,0.059790874,1900,600,18000,4,19.3,48,541,0.600526316,0.701437143,1,0,0
0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,4,0,6,0.034821904,0.059790874,1000,0,27000,4.8,18.95,57.6,717,0.717,1.952377705,1,0,0
0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,4,7,8,-0.267721194,-0.279868749,4000,0,63200,5,16.018,60,1538,0.3845,1.135768233,1,0,0
0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,0,2,-0.267721194,0.059790874,1600,0,24000,4,35.5,48,943,0.589375,1.11060881,0,0,1
1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,4,7,7,0.034821904,0.059790874,3500,0,80000,5,15.946,60,1943,0.555142857,1.643064351,1,0,0
0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,3,0,7,-0.267721194,0.059790874,1200,0,16000,3,29.2,36,672,0.56,1.016824066,0,0,1
0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,10,9,0.148587593,0.059790874,5800,470,100000,5,14.85,60,2371,0.489827586,1.239380437,0,0,0
0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,4,0,5,0.148587593,0.059790874,9750,4100,38000,4,14.02,48,1039,0.527076923,0.288568443,0,0,0
1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,10,11,-0.267721194,0.059790874,3100,950,20000,3,16.498,36,708,0.53483871,0.492011645,1,0,0
1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,2,9,0.034821904,0.059790874,1500,0,24000,4,31.5,48,885,0.59,1.184649397,0,0,1
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,0,7,0.148587593,0.059790874,1500,0,10000,2.4,31.9,28.8,501,0.334,0.517509296,0,0,1
1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,4,2,8,0.034821904,0.059790874,1500,200,13000,2,18.25,24,651,0.567333333,0.680763712,1,0,0
1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,7,9,-0.267721194,0.059790874,2539.8,0,10000,5,19.75,60,264,0.103945193,0.283030417,1,0,0
1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,2,8,-0.267721194,-0.279868749,2100,310.6,20000,5,20,60,530,0.400285714,0.684610146,1,0,0
1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,10,7,0.148587593,0.059790874,4000,730,50000,5,15.508,60,1203,0.48325,0.898550817,1,0,0
1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,4,2,8,0.148587593,0.059790874,2030,0,31000,4,26.7,48,1057,0.520689655,1.130669068,0,0,1
1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,2,9,0.034821904,0.059790874,2000,0,10000,3,28.5,36,416,0.208,0.381309025,0,0,1
0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,10,9,0.148587593,0.059790874,5700,0,100000,5,17.5,60,2512,0.440701754,1.261123954,1,0,0
0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,2,4,-0.267721194,-0.279868749,1500,300,19000,4,19.68,48,575,0.583333333,0.937847439,1,0,0
1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,7,2,-0.267721194,0.059790874,4560,0,50000,4,16.118,48,1420,0.311403509,0.811848545,1,0,0
1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,4,2,3,-0.267721194,0.059790874,1500,0,33000,5,20,60,874,0.582666667,1.581449438,1,0,0
0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,4,4,0.148587593,0.059790874,2100,0,10000,5,18.25,60,255,0.121428571,0.342305073,1,0,0
1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,4,4,4,0.148587593,0.059790874,3000,0,45000,5,19,60,1167,0.389,1.07826098,1,0,0
1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,4,4,1,0.034821904,-0.279868749,2700,0,40000,5,16.5,60,983,0.364074074,1.064949117,1,0,0
0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,0,8,0.148587593,-0.279868749,4500,3200,34000,3.8,16.2,45.6,1003,0.934,0.56273471,1,0,0
1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,4,10,9,0.148587593,0.059790874,9340.8,0,35000,2,14.668,24,1692,0.181140802,0.294325761,0,0,0
1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,2,7,0.034821904,0.059790874,1700,0,10000,1,24.6,12,949,0.558235294,0.475918523,0,1,0
0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,4,0,7,0.034821904,0.059790874,750,0,18800,3.8,31.5,45.6,712,0.949333333,1.866955154,0,0,1
